# format of this file:
# evaluation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector] 	 evaluator_rank 	 evaluation_time 	 life_time 
172	<4.7890930924513810396092595,0,1,7.6362147291126740711320053,2.8644498716408621774576204,11.701755650202629865930248,3.3266873341410829745257161,69.457692871549028268418624,2.7011624657088715295572001,96.519527489561369293369353,6.1240326725524072415396404,9.5505216669060857270778797,2.9448392009105717193051532,16.515040125937684223345059,7.0692892074907618393808661,79.412643136183092451574339>	0	<>	<7,290.79333000000002584783942,-96.519499999999993633537088>	0	0.097202000000000010615508472	0
173	<4.3288104856986606705504528,22.284716657495458491666795,4.0839696554858093691109389,85.062395774322752117768687,2.1789121861471385521724642,49.865478300426843816239852,4.6965101234132937690901599,58.565653561877859090145648,5.3624561086122204400794544,23.51219264022642363443083,1.2648341233212661016693801,0,3.962337713671074013177531,13.795546039145230921008078,5.6323920498287272096149536,7.6721709722989102075985102>	0	<>	<6,260.75817000000000689396984,-85.062399999999996680344339>	0	0.085431999999999994055421837	0
174	<3.3216677564530017185973065,83.059388530933944139178493,5.9137922273547349760747238,50.793311605599377855924104,5.5486659689567359166062488,12.073946097900135399072497,1.8153560975638014518551699,78.544331844218234550680791,5.1516461671104867292569907,92.991050515785374841470912,2.6410151099045831024625386,7.2567411266531518521105681,4.2428072342848439646445513,6.8706714580164627292901969,5.2810957293403779644336282,25.266186765053397778046929>	0	<>	<6,356.85561000000001286025508,-92.991100000000002978595148>	0	0.088226999999999999868549594	0
175	<5.1093327269117967404099545,5.2420337243201364785250007,4.7529758781907034403957368,70.311405542451609562704107,3.8311450452688826651126419,0,4.3758637748546265200388916,96.740376668395654746746004,1.6892153782254157867726008,65.838221724069782680999197,3.8630052590104777543444925,12.383432273000213541536141,1.1522606937923751679875295,4.7921876911037548651961515,6.380533824851984725512466,14.761678990913406295248933>	0	<>	<6,270.06932000000000471118256,-96.740399999999993951860233>	0	0.10492299999999998849631311	0
176	<3.1795076188535928984890688,28.732530390253536722866556,2.9314897892444813365386835,6.8053015539447319071086895,5.9913627793972210611173068,11.734719160820691996605092,1.6144693648044343703418235,58.22509669616124483582098,3.1165852039663981543071714,47.167164900883641109885502,1.4652588020382721900602974,2.9600134598836365107388247,1.244554810805504674320332,64.851681080112086874578381,4.3671408641930398175645678,10.938732517388990217455103>	0	<>	<6,231.41521000000000185536919,-64.851699999999993906385498>	0	0.098080000000000000515143483	0
177	<7.7032159090522753785990062,22.9416686682690240672855,5.562354259454810545548753,73.215353429883421654267295,1.9604195852113979192665738,0,3.0237126005923902205552167,17.954801217631811027786171,6.717063980510953768998661,0,1.7665247427143737635191201,74.227506934771085411739477,4.43882312785779298280886,84.008890429515801656634721,5.6362086258065930977068092,7.9440761860199629040835134>	0	<>	<8,280.29237999999998010025593,-84.008899999999997021404852>	0	0.093891000000000002234656904	0
178	<6.8220817089649292697117744,22.72069692738386592623101,6.4764902621863829068615814,81.103860578082432652990974,7.4684209490513522311516681,6.1964290711080787232845069,1,0,2.6642126236875602884879299,77.57906852177301004758192,4.6819383137309635856126988,25.034110492576896689342902,2.2107245354963112049517804,26.000023039989184070464034,2.32842774425094400925218,30.327320625226629857706939>	0	<>	<7,268.9615299999999820101948,-81.103899999999995884536474>	0	0.11417800000000000171240799	0
179	<1,10.805850125613320145134821,6.3819438216192390100900411,95.243992188593367131943523,1,1.1971474027713515653204013,4.5648101035341666076305955,40.331836389532234932175925,5.1866704768904812183905051,59.640770798963856691443652,2.4367639779517258347141251,74.118180048707031915000698,3.1934746206707669280433493,0.71222530711080189735895374,6.039416266157950907711438,38.52885725839475838938597>	0	<>	<6,320.57897500000001400621841,-95.243999999999999772626325>	0	0.096432999999999990947685546	0
180	<4.5877028431686124321231546,7.4582665262083835955309041,2.3212578381976385344387381,55.86527015821322095234791,2.3035273436939007751789177,0.083432765716422704893595608,7.9273550440219020529752925,53.346010927737694373718114,1.7703886515323019601453325,52.06818122047380370531755,2.919953481722601384973359,64.537586115550993781653233,7.0033751800672039422579473,25.358193845189266113493431,3.9628512193275855501894966,0>	0	<>	<8,258.71700279999998883795342,-64.537599999999997635313775>	0	0.095685999999999993281818433	0
181	<6.3394942839348198404536561,25.773241056955065175770869,2.6915102676448925400620737,47.583672286748736723893671,5.5194285162815024392557461,94.556886048315504922356922,1.4066138255440694404541091,67.744891749576154893475177,3.9206835631843115486105944,12.455323251176309895527083,5.9493433646621847188384891,45.21769110356350296342498,6.4114903031901873120546043,18.80691750850850496590283,4.930949653466674575952311,37.699490523757177129482443>	0	<>	<6,349.83809999999999718056642,-94.556899999999998840394255>	0	0.10162699999999999511679505	0
182	<5.1928008218262347028826298,53.331071861708103654109436,1.0792954336289761751999094,23.178944554379647513542295,6.7705354698796460510834549,17.415330753389433482425375,4.0469320458578561527929196,75.364956248255893456189369,6.4812011530069639775319956,91.231767642885344571368478,3.2193815327339718734833696,0,1.3617240401737968902295961,95.990020966152670212068188,2.2796218145078146477544578,45.124135979043380473285652>	0	<>	<7,401.63619999999997389750206,-95.989999999999994884092303>	0	0.10000500000000001055155963	0
183	<1.6260597629593962487604131,99.009465751708233938188641,2.7517436615898009932834611,1.5450778890145373534181772,2.5246270930043550606569625,2.7408457072409087018627361,3.9313840027579032287974314,7.2249262161668976744977044,1.9494372601385401289064703,47.235284860821110441975179,4.7872579290006580521321666,44.89874120098480148044473,4.356325715014863320106997,53.334767163421382463184273,6.8399318921565690487796019,53.90176924592897478305531>	0	<>	<7,309.89096000000000685759005,-99.009500000000002728484105>	0	0.099358999999999988994581201	0
184	<5.1172622084232335382125711,67.745337946221852121198026,6.7393296449395494462919487,16.429169330247290758961753,3.1498669647378227942624562,0.137280952249318133340239,3.4480630577067210573716238,97.577739366133570797501307,1.0264298087109018364770918,55.296812092557928508540499,6.9246348579994565497486292,14.508513088574872540448268,1.3350451436522625670022535,68.170579368328020564149483,1.9578281487141868666412847,27.24076961061952673048836>	0	<>	<7,347.1061809999999923093128,-97.577699999999992996890796>	0	0.097521999999999997577049271	0
185	<8,22.723864774556769674518364,1.2796753543800094554683255,58.50316111860012568968159,5.1059945542858891087689699,69.685316630492593503731769,2.9572597760508116948585666,43.462343115109177915655891,5.6343390851441483846429037,1.1613206477655659831782486,4.7109005380006969687656238,93.988261229353142311992997,1.2837349696940432153269285,34.191871753051820803648297,1,45.425496527657614365125482>	0	<>	<8,369.14172000000002071828931,-93.988299999999995293364918>	0	0.099336999999999994748201004	0
186	<7.3076522910537438093570017,99.015801446054041434763349,2.0877739368415317855465219,71.806156668721783375985979,7.8749754232703592649045277,98.293335641870896779437317,3.6922481361274832600827267,65.25681636541001751083968,6.5718311316202537852859678,86.006870114247718106526008,4.7465461947706275580571855,82.255001078478528597770492,2.5023465834103273408572932,69.718464589546655929552799,1.3770977642280504138483366,84.098121050790936692465039>	0	<>	<8,656.4506000000000085492502,-99.01579999999999870397005>	0	0.097619999999999998441246873	0
187	<2.0737460011494093237160996,89.790306491679643841052894,4.1493091592096300601610892,78.918888847655097151800874,7.8749754232703592649045277,98.293335641870896779437317,3.6922481361274832600827267,65.25681636541001751083968,6.5718311316202537852859678,86.006870114247718106526008,4.7465461947706275580571855,82.255001078478528597770492,2.5023465834103273408572932,69.718464589546655929552799,1.3770977642280504138483366,84.098121050790936692465039>	0	<>	<8,654.33780000000001564330887,-98.293300000000002114575182>	0	0.09791300000000000003375078	0
188	<1,97.795776649283141068735858,1.1279707598164541160201679,70.567125021744118384958711,1.7107650203214794792927478,14.819434850858261398798277,2.1291778782052817042824699,73.476660053002021300017077,1.5050114674982668638847372,27.081466013137934112364746,7.6793924757183491536238762,28.884896533044468469597632,7.057585517669834551668373,13.935718691877889696684178,6.1380633023279083104739584,93.943428757574139353891951>	0	<>	<8,420.50450000000000727595761,-97.795799999999999840838427>	0	0.097724999999999992428278972	0
189	<1.4167981322001657051856682,25.605602015557511919041644,1.6188183960592459342819893,46.399188296123959673877835,7.1179726729718844069338957,57.066888155912465663277544,4.01976954425674382065381,97.245543635098982804265688,1,49.503763788148653191001358,1.6740283103073148041062268,25.080262648444744399967021,1.5591251538410437760262539,86.493744787989996325450193,7.0419130404674978862544776,35.751703118789805557753425>	0	<>	<7,423.14670000000000982254278,-97.245500000000006934897101>	0	0.085114999999999996216359932	0
190	<5.5747142576494788102081657,21.159643736276610326285663,2.733179360038218597139803,87.014630058321458250247815,7.0680145654212749306566366,93.041948924326320025102177,5.7796172428781247276674549,2.2062873340706730118654377,6.9505951693051475359652613,3.8983067981425238990311755,4.0877917269653600840229046,41.074924516060818291407486,2.4136183147382075375730892,0,4.4832515614029260220263495,96.473037123900382994179381>	0	<>	<7,344.86860000000001491571311,-96.472999999999998976818461>	0	0.099984999999999990549781614	0
191	<6.505620425802479012133972,19.257773561057529576601155,2.3951713765948876577738247,76.865654940188704813408549,1,0,1,97.148696750937347133003641,4.1079004174600823873220179,95.644559802321978736472374,6.5582588447994822900000145,0,5.5754117041711745983434412,84.79080874695945624353044,4.4971154711661469605132879,54.068189139509662766158726>	0	<>	<7,427.77580000000000381987775,-97.148700000000005161382433>	0	0.10660599999999999243360804	0
192	<7.177944589023452337528397,96.677438540699625946217566,2.403578178213712668309654,44.829173779501196861474455,5.3777631732531654407125643,16.892321043132021429755696,4.0685998332074841954408839,69.515704395955296490683395,7.5077446065879174241786131,79.800779642444467754103243,4.5173310905310000151757777,63.396897243055001069933496,3.937355079193299189910249,0,1,17.994287152771970994535877>	0	<>	<8,389.10660000000001446096576,-96.677400000000005775291356>	0	0.096988999999999991885601958	0
193	<1.5211564654117246675468778,95.540805205488950946346449,7.8910891678608434673947158,54.064487597935126927950478,2.8667409899024018926638746,75.115426012834262792239315,1.0366140925495950231294273,81.222029114711105535207025,5.1722832923625983170268228,28.240904364847068563904031,2.6579016831973110157605333,0,1,3.5399811919964765394297501,4.1102065952076607402432273,11.15605987662265974336151>	0	<>	<8,348.87968000000000756699592,-95.540800000000004388311936>	0	0.10072299999999999309263643	0
194	<4.6227959830420068954026647,0,1,28.425476708531135727753281,7.0273766580630923073158556,83.087530049070494442275958,5.7157414272500863816617311,34.426318404463266631410079,4.5890613522329655182829811,64.681993687842975759849651,4.565235109564492077538489,56.058664226931831819911167,1.531167429886370667801998,25.128724530864843700328493,3.2833501059950096490069882,28.61280028178021339613224>	0	<>	<7,320.42149999999998044586391,-83.087500000000005684341886>	0	0.095316999999999998949284929	0
195	<4.9002880868037639316980858,7.8404293664919340045571516,2.733179360038218597139803,87.014630058321458250247815,7.0680145654212749306566366,93.041948924326320025102177,5.7796172428781247276674549,2.2062873340706730118654377,6.9505951693051475359652613,3.8983067981425238990311755,4.0877917269653600840229046,41.074924516060818291407486,2.4136183147382075375730892,21.781194453025793933420573,2.9794018850565899825255656,0>	0	<>	<7,256.85762999999997191480361,-93.041899999999998271960067>	0	0.083404999999999993032240297	0
196	<3.9947472840988766940029109,0,8,79.560858374257037439747364,4.2578434139759480103748501,55.617910649449520121834212,2.7720301578622450477951134,52.439606260713006236073852,2.0358123863282671095475962,21.092551909895870920763628,3.7910301991696608858717354,39.69637660295533976295701,7.1504975804828561081194493,54.485571875463037372355757,2.3107734272772324501943331,19.732414055491059201585813>	0	<>	<8,322.62540000000001327862265,-79.560900000000003728928277>	0	0.09335699999999999554312069	0
197	<6.0693241805160997870416395,0,1,53.302132130275545307540597,4.2633576664437349279523914,31.126923268254344634442532,6.3669906530375550701705833,46.458570913625216292075493,4.8188010481273764185061736,84.488621067483265392183966,2.9402492097300707563078959,42.462280691816602029575733,7.6323878116125181136908395,41.650117813446613013184106,5.1978015637480652344493137,26.325735741446603555004913>	0	<>	<8,325.81430000000000291038305,-84.488600000000005252331903>	0	0.098050999999999999268140982	0
